,Unnamed: 0,comment,label
24,2012184,슨타크 로또 맞게 해주세요,0
25,2014058,59분부터 새로고침하는 내인생레전드,0
26,2012466,수현라사랑해,0
27,2015395,라라님은 스케일이 큰몰카를 하고 민뚜님은 소소한데 겁나 짜증나는 몰카네,0
28,2000364,이런게 일베감이지,0
29,2015071,443 미는거 레쟌드,0
30,2019983,언니제발영상더올려주세요,0
31,2007518,손가락은 다시 생길수 없냐,0
32,2015513,너무 웃겨용ㅜㅜ,0
33,2005578,안타깝다 왜그런거야,0
34,2022315,비호감 세명이네 ㅋㅋㅋ,0
35,2019973,언니마저믿었는데어쩔수없어요잘가요,0
36,2002530,평생 후회하면서 살거야 축하한다,0
37,2019049,진짜 너무좋아요 처음부터 끝까지 웃었어욬ㅋㅋㄱ진짜 할아버지 할머니 될때까지 해주세요ㅜ,0
39,2021612,만약 전쟁나면 북한이 적이 아니라고 도망갈넘들이지이것만봐도 알수있지,0
40,2011168,앞으로 중간시험 기말시험 30점 넘게 해 주세요,0
41,2010448,아 했군아,0
42,2015785,가래침 할배 무엇,0
43,2007599,1위 찍자 이기야,0
44,2010318,막플 그만죽이고 바퀴벌레 그만죽이고 모기죽여라아니다 바퀴벌레죽이고 노짱 그만죽여라,0
45,2009083,진짜3만베가노이기,0
46,2009026,암베될뻔했는데 실패한국의 노구치박사가 되길바라,0
47,2015427,누나 누나가 잘못한건 나도 알아 그렇지만 누나가 많이 힘들어 하지 않았으면 좋겠어 누나도 누구에겐 정말 소중한 사람이자 하나밖에 없는 사람이야 그 댓글 단 사람 또는 악플러 등등 때문에 그런생각 안했으면 좋겠다,0
48,2013417,후잉의 탄생배경을 알려주는 영상,0
49,2006706,힘냉,0
50,2011805,막플 가면 최소 100베,0
51,2020473,와 금지 ㄱ같은 ㅋㅋㅋ 본계 진작 차단박혀서 부계로 봤는데 어 인스타 안하나 해서 혹시나 새 부계 팠는데 인스타하네 ㅋㅋ 금지 인스타 안보이는분들 차단박힌거임 참고,0
52,2017139,이거 할때 산이 지민 겁나 챙겼잖아,0
53,2023400,나름님 보고싶어요슬플때 마다 보는데 나름님이 안 나오시닌까 더 슬프고 보고싶어 져요빨리 나오세요저는 그냥 용서 할걸요다시한번 말하는데 사랑해요,0
54,2007080,뭐가 그렇게 윾쾌 하냐 일부러 안그래도 된다참담할텐데,0
55,2021999,보개미 언제돌아오냐 다른 뒷광고 백만따리들은 그냥 하던데,0
56,2004227,나는 막짤 타일인줄ㅋㄱㅂㅍ,0
57,2015523,너무웃겨,0
58,2018684,지디 이 영상에서 되게 유아인 닮았다,0
59,2020293,영원히 돌아오지 마세요질질짜면서 돌아오지 마세요스리슬쩍 복귀하지 마세요구렁이 담넘듯 자연스럽게 합방으로 복귀하지 마세요평생 매체에 등장하지마세요이상입니다 이제 광고도 안들어올텐데 비비큐나 직접 사 드십쇼 ㅋㅋ,0
60,2005059,오른손 귀여워서 ㅇㅂ,0
61,2019661,악플 법 그거 쎄져서 악플달면 크레이터나 그런사람이 신고하면악플단사람 벌금이나 징역감,0
62,2008562,우리 앞으로 더 열심히 살자 ㅇㅂ,0
63,2012351,슨리,0
64,2021176,다른사람은 몰라도 언니는 믿었었는데속상하네요,0
65,2019062,진짜 떳떳하면 유기된 개 관련 영상은 공개해라 만약 그거 조작이면 동물학대로 처벌 받아야한다뒷광고도 속인게 문제지만 다른 피해는 따로 발생하지 않는데 개 문제는 생명이 달리거고 심지어 죽었다는 소리도 있던데그걸 조작한거면 진짜 처벌받아야한다,0
66,2015732,323 박봄을 귀여워하는 지디를 귀여워하는 나,0
67,2006321,슨타크의 일베력이 올라가고있다 6000 7000,0
68,2018055,정준영 사건이 떠오르네요 사건 터지니까 친한 연예인들 손절한 연예인들 찾아서 평가가 내려지곤 했죠친하다는 이유로 원색적인 비난은 하지 않았으면 합니다,0
69,2015360,ㄹㅇㅋㅋ,0
70,2013030,1100,0
72,2015224,언니 자막이 조오오오금 빠른 것 같아요 조금만 늘려주시면 감사하겠습니다,0
73,2000212,ㅋㅋ엌ㅋㅋ,0
74,2012455,ㅡ,0
75,2001409,와 65까지 내가 69가 최대 뺀거였는데 암튼 고마워 조언 오,0
76,2016647,형은 유비지 바부야,0
77,2021832,뭘 잘못한거임 뭐라하는지 모르겠음,0
78,2019703,애휴얼마나 힘들었으면 20만원씩 걷어서 광고비 넣에게 주었겠니 그냥 맛있다고 좀 해줄것이지 그걸 또 까고 쳐있네,0
79,2001735,뭘 이렇게 자세하게 써놨냐 안힘드냐,0
80,2004836,자필 아니라서 ㅁㅈㅎ,0
81,2015093,4시간130분8시간이상2시간30이 제일 적당할듯,0
82,2023713,내가 지민님 랩 좋아했는데 이 사건 터지고 난 후에 지민님이 되게 원망스러웠다 원망스러울 뿐만 아니라 대체 민아님이 무슨 잘못을 했길래 그렇게 긴 시간동안 민아를 괴롭혔는지 궁금증도 들었다 이런말 해도 되는지 모르겠는데 그냥 민아님이 힘들어했던 것처럼 지민님이 그 반이라도 힘들었으면 좋겠다 진짜 이거라도 안되면 나 지민님 더 싫어질 거 같에,0
83,2021543,드라마로 응답하라2020 나오면 개꿀잼각일듯,0
84,2006985,너 일베주려고 몇년만에 로그인해본다 힘내라,0
85,2003158,오사카에서 맞았다는 한국가족 생각나네요 우리나 중국이나 일본이나,0
86,2004140,썰좀 풀어봐라,0
87,2011539,막플좀,0
89,2003393,걍 딸치는게 낫지 저거 한번 가는돈이면 국밥 20그릇 먹을수 있다,0
90,2017789,저 몰라요 13살인디,0
91,2007721,1분안에 2만베 되겠다,0
92,2023781,너무 실망스러워요이것도 거짓말 인것 같아서두려워요,0
93,2005021,긍정 ㅇㅂ 정회원 축하한다이기야,0
94,2013631,6시 퇴근누나도 이쁘시다,0
95,2020481,와 난 푸마 영상 못봤는데 올라온거 보고 오니까 진짜 역겹네사람이 왤캐 추하냐 양팡 목소리만 들어도 역겨웡,0
96,2013177,103 오빠 나어때,0
97,2007624,ㅠㅠㅠ 힘내라 이기 고통사고 썰좀 풀어줘라 이기 궁금하노,0
98,2017709,잡았죠꼬마,0
99,2003206,착한폭행 인정합니다,0
100,2016807,용서만이 살길이에요 여러분,0
101,2005405,넌 일베가 아니라 오유가 어울릴듯 한데ㅋㅋ 그렇게 보고싶은 거만 보고 믿고 싶은 거만 믿어 ㅎㅎ,0
102,2005373,나도 영화관 한 번 쯤은 해보고 싶어서 지금 할까 고민중이다 이기 ㅋㅋㅋ,0
103,2003713,강창모,0
104,2017890,저때 진짜 지민이랑 키썸 얄미웠음ㅋㅋ 무슨 학교 재롱잔치처럼 해놓고 뭐저리 당당한 건지 ㅋㅋ 산이도 저 때 지민 겁나 대놓고 편애해서 산이 완전 싫어했었지ㅋㅋ제시가 진짜 내가 하고 싶은 말 다 해줘서 사이다 제시때문에 봤던 기억이 나네요,0
105,2023056,기분이 좋다 내 친구,0
106,2007377,와 힘내라,0
107,2018718,지디앤탑 좋았는데 온갖 구설과 범죄로 물들었누 곡만 남았다,0
108,2007948,애 글은 이렇게 써도 마음속으론 펑펑 울고있을텐데 심한말은 삼가라 가식적이게 오유마냥 위로해주는것도 역겹지만야주 예수 그리스도를 믿으라 그리하면 너와 네집이 구원을 얻으리라 사도행전,0
109,2012057,ㅍㅊㅍㅌㅍ,0
110,2002423,최악의 만남이네 ㅋㅋ,0
111,2019477,아니 유튜브 키면은 무슨 다 죄송하데,0
112,2009076,다시 만들어줘,0
113,2007652,광광 울었따,0
114,2003855,풉,0
115,2010979,야 기분 응디 딱 조타,0
116,2001572,그래 ㅎㅎㅎ,0
118,2021518,뒷광고도 문제겠지만난 ㄱㅈ역입막음건이 더 신경쓰이네이건 입장표명 해줘야지,0
119,2001015,그냥 혼자살아가는거지 가정을 꿈꾸고 그럴라면 노력좀 해야할거고,0
120,2008730,살아있다는 사실 자체가 너에겐 희망이자 의지이자 가능성이다 ㅇㅂ,0
121,2022289,비가 자기소개를 하면답나비,0
122,2010408,니 정신력을 보니 힘내라는 내 말이 무의미할 정도다앞으로도 뭘 해도 잘 해내리라 본다건강 잘 챙겨라,0
123,2004012,앞으로는 제대로 정리해서 쓸게ㅠㅠ 미안하다,0
124,2022742,그래도 쉬겠다는 말은 안하네 쉬불룐,0
125,2005912,ㅋㅋ 갑자기 웃기노 ㅋㅋ알바의 전문가 ㅋㅋ 뭐 어쨌든 이제 사회 초년생이 된 나에겐 신기하고 궁금하게 많아서 ㅋㅋ 전문가들 보이면 뭐든 묻는다 이기야,0
126,2016592,형 내가 아는형은 애호박을 그렇게 두껍게 썰지 않았어항상 열심히 잘랏는데,0
128,2018369,제시랑 타이미 서로 디스 엄청 하더니 둘 다 진짜 뒤끝없고 쿨한 것 같다,0
129,2021354,댓글이 13만 어마어마 하네,0
130,2005457,정말 힘들겠지만 열심히 살아서 자살하지는 말아라,0
131,2004378,나도이역사에낀다,0
133,2021909,방관자가 가해자보다 더 나쁜 인간임,0
134,2020779,솔직히 팀원들이나 마당발 김신영 정도면 어느정도 알고 있었겠지,0
135,2020033,에고 또 지디없이 반년이 지나갔네,0
136,2009648,조용히 ㅇㅂ놓고간다,0
137,2002236,ㅇㅇ먄,0
138,2007973,나도 맘이좀그렇네,0
139,2003724,정신 나갔냐 이유 없이 왜 시비를 걸어 ㅋㅋ,0
140,2019833,얘가 제일 악질임 제일 억울한건 쯔양이고 접어야될 사람은 따로 있는데,0
142,2013788,처음부터 업드려서 누워자세요 ㅋㅋㅋ,0
143,2014781,056 ㅋㅋ누구보고하는말이얔ㅋㅋ,0
144,2013737,시청자를 속인건 씻을수 없는죄 접어라,0
145,2018395,제시언니가 촉이 좋았던거네,0
146,2016182,코좀 그만크라구,0
147,2001220,미프에서 한국남자랑 결혼한 일본사는 30대 여자가 말걸고 그런적 있다 친구들 소개해줄까 하는데 일본에 있고 영어 못한대서 관둠,0
148,2015898,꿀잼 와 진짜 정말 재밌어요ㅠㅜ 앞으로도 노력해주세요오어,0
149,2020972,쎈언니 제시ㅋㅋ,0
151,2011123,이루어지길,0
152,2017255,이렇게 쓰면 있어보임,0
153,2008322,진심으로 응원한다 후원계좌라도 열어줬으면 좋겠네 진심,0
154,2017455,이참에 먹방쪽 말고 다른 곳도 한반에 다터뜨리는게,0
155,2017533,인제돌아와요 누나,0
156,2019138,진짜 재밌게 사귀시능거ㅜㅜㅠㅠ,0
157,2014240,1353 앞플 음파 피하기 ㄷㄷ,0
158,2002939,노잼따리 노잼따 이딴글이 인기글일베 망햇다 딱 망햇따,0
159,2007051,슨타크ㅜㅜㅠㅠ,0
160,2010212,힘내라 정신똑바로 챙기고 잘 살아라,0
161,2000952,말걸어주니 좋다고 이야기 풀어가노,0
162,2014083,그 긴한데 네 하지 말라구요 네 알겠습니다,0
163,2007327,멘탈ㄷㄷ,0
164,2017232,이러면 박근혜랑 문재인 뭐가 다르나요,0
165,2001306,넌 여자 몇명이랑자봄,0
166,2007698,2만베 가겠노ㄷㄷ,0
167,2005398,댓글속도 일베속도 ㅆㅅㅌㅊ쾌유해서 즐거운 일베라이프 되라,0
168,2022574,설현은 더 내려갈 이미지가 없는줄 알았는데 아예 바닥을 뚫고 내려가네,0
169,2001304,썩은 똥 ㅋㅋㅋ,0
170,2010414,이기록ㅋㅋㅋ안깨진댜,0
171,2018744,지민 눈빛 봐 나만 그래 다시봐도 지민 눈빛 쫌 무섭다,0
172,2009053,이와중에 긍정적이네 힘내라,0
173,2010159,38000베정도가 마지노선이겠노 4만베는 힘들겠다,0
174,2004648,포항공대 말한건데 포스텍,0
176,2016086,칭찬하면서 탈락은 왜 시킨거야 이해가 안되네랩 잘한다고 칭찬하고 약주고 병주는것도 아니고 저럴꺼면 칭찬을 하지 말든가선 칭찬 후 탈락언행불일치 개오지누,0
177,2001358,일본여자들 남자얼굴 보는게 유난히 심하더라한국은 얼굴보단 분위기나 키로 많이 따지던데,0
178,2017074,이 영상에 나오는 흑발 지디는 레전드,0
179,2011328,와 이기록은 안깨지겠지힘내라,0
180,2007009,진짜 힘내라 벌레잡는모습이 윾쾌해보엿는데 재활열심히하고 희망잃지말고 오랫동안 건강하게 살아라,0
181,2004784,아응애에요,0
182,2012917,어쩌라긔,0
183,2017725,장성규 삼촌 드립 제 스타일이네요 ㅋㅋ,0
184,2016620,형 진짜 힘내,0
185,2006530,힘내라 이기야 ㅇㅂ,0
186,2014477,와 제시 개멋있다,0
187,2000283,ㅇㄱㄹㅇ,0
188,2003014,일부심보소,0
189,2005738,긍정적으로 밝게사는거같아서 보기좋다 힘내라,0
190,2022476,생방보면서 유툽 레전드 ㅋ,0
191,2011927,막플먹으면 될지도모른다,0
192,2016393,하 너무 섹시해 개 섹시해 겁나 섹시해 매우 섹시해 아주 섹시해 그냥 섹시해 목소리 섹시해 아무것도 안해도 섹시해 웃어도 섹시해 수비드 섹시해 머리카락 섹시해 손 섹시해 손가락 섹시해 손톱 섹시해 냄비 섹시해 장갑 섹시해 놀라는 거 섹시해 편집 섹시해 존재자체가 섹시해 아 결혼 하셨구나결혼 섹시해,0
193,2009288,막플은나야,0
194,2017971,전 방귀냄새 폴폴 방귀 몰카가 젤 잼있었어욬ㅋㅋㅋ 계속 돌려보면서 웃고ㅋㅋ,0
195,2002823,못사는집특징맞아서 ㅁㅈㅎ,0
196,2014414,야 선넘지 마내꺼야,0
197,2018042,정말이제 하나하나씩 다 망하는구나,0
198,2008259,어쩌다가 교통사고 당한거냐,0
199,2016577,형 5게월 뒤애 도라오갯지 기데됀닿ㅎㅎ이 썩은 나라의 잼민이,0
200,2000514,어휴,0
201,2022591,설현이나 지민이나 도찐개찐인걸로아는데 ㅋ,0
202,2007206,와 댓글수봐라 ㄷㄷ,0
203,2014413,야 근데 볼것도 없다 ㅋ복귀나 해라,0
204,2015161,ㅉ,0
205,2019047,진짜 너무 안타깝다 나 이분이 100만 되기 전부터 보고 얘둘한테 구독하라하고 슝웅탁 이것도 따라했었는데,0
206,2000198,내가 지금까지 여러가지 알바 일 해오면서 유일하게 추노한곳임,0
207,2019962,언니가 잘못한거는 맞긴한데 정이 쉽게 안떨어진다 근데 진짜로 복귀각은 잡진말자 사람이 실수는 할수있어 근데 4번한게 그게 실수야그냥 아예 나오지 말아줘,0
208,2001187,걍 보이길래 물어보는건데,0
209,2020558,와 진짜,0
210,2021365,댓중에 탑연하 지디연상같다는거있는데반대로하면진심밥도둑이다,0
211,2013977,23점 ㅋㅋ,0
212,2022036,보겸 왜 영상 안내리지,0
213,2001970,ㄴㄴ 남자들 대부분은 활동적인걸 좋아하는거 맞다,0
215,2017919,저런 애 관리 못한 소속사나 방조한 멤버들이나 ㅎ 그냥 그룹해체해라 쟤만 탈퇴시켜도 이미 그룹이미지 실추됬으니,0
216,2023148,김신영도끝물이여ㅋ,0
217,2014038,30분만에 밥 주문해서 뎁혀서 먹을수있냐 미쳤네 체하겠다,0
218,2004244,남침착맨,0
219,2003993,단점 살인충동 느끼는 점,0
220,2015902,뀨,0
221,2004157,ㄹㅇ 지들이 세계에서 인정받는 줄 암ㅋㅋㅋ,0
222,2020423,오빠 얼른 와서 차트정리좀 시켜줘,0
223,2006365,7100에서 화력약해졋다 힘내라 이기야,0
224,2005984,양손 다 없으면 1급 나올걸,0
225,2013380,혹시 대리운전 아르바이트 해주실 수 있나요,0
226,2003997,이게 뭐노,0
227,2014170,120 헤딩골,0
228,2006939,병원비 안부족하냐,0
229,2006259,ㅇㅂ수 올라가는거 보소 나도 로긴하고 ㅇㅂ 준다,0
231,2009870,평균 접속자가 6천2만까지 되는데어떻게 3만베 이상 받는거임,0
232,2009769,치료잘받기를 바란다,0
233,2000258,링크니가 줬뿌노 ㅋㅋ,0
234,2023337,나는 앞광고하는 유튜버보다 앞담화 하는 제시가 더 좋다랔ㅋ,0
235,2021611,만약 실수라면 사건터지고 바로 죄송하다고 했겠지 아니라고 바득바득우기고 화내다가 여론안좋아지니까 태세변환한거잖아,0
236,2006952,에구 참 안좋은 일 당했었구나 복지카드 보니 나이도 어려 보이는데 부디 긍정적으로 살았으면 한다 힘내,0
237,2012106,원래 댓글이랑 추천비추천 48시간 동안 할 수 있는 거 아녔냐 언제 바뀌었지,0
238,2002089,너도 같이 욕좀 먹어야돼ㅋㅋ,0
239,2002501,일베에 진성 장애인들 많음사회부적응자나 그건 팩트인 듯,0
241,2006859,특이점이 오면 네 뇌를 기계에 업로드해서 존잘 근육남으로 살수 있으니 특이점이 올때까지 버텨라,0
242,2014930,218 은 세이브더칠드런이라는 후원단체 후원을 요청하는 겁니다,0
243,2006561,재활 치료 잘 받고 얼른 일상으로 돌아갔으면 좋겠다 이기야,0
244,2000370,저 인기글 좌표 앙망,0
245,2019697,앞으로는 제발 제발 그러지마요 언니 나 너무 속상해ㅠㅠ,0
246,2008396,고치고싶은데 수정이안된다 쨌든 ㄱㅅ,0
247,2011747,여기서 주저앉지마라자꾸 남들과 니를 비교하지마라넌 특별한 놈이다난 니가 꼭 큰놈이 될거라 믿는다,0
248,2012936,밴해서 ㅇㅂ,0
249,2012181,가자 소원이 다가온다,0
250,2002999,그러니까 저게 왜 일베충이냐고 저런 말투 쓰면 다 일베충이냐,0
251,2004639,정보 ㅇㅂ,0
252,2000674,거짓말 못하겠네 임신 가능하다,0
253,2015377,라라님 민수님 진짜 최고환상의 커플이답ㅋㅋ,0
254,2004769,유쾌하게 올린글에 유쾌하게 글단건데,0
255,2013037,1854,0
256,2015091,4시간 일하면 30분 휴게시간 주는 거근로기분법에서 최소한도를 규정한거에요 그러니까 40분 50분 휴게시간 더 줄 수 있어요 안 뛰어다니고 밥 먹을 수 있다는 얘기 메가박스에서 휴게시간 늘려주면 좋겠네요,0
257,2003199,메이저 기업은 그래야지 상식을 따르는게 맞다,0
258,2010185,오랜만에 글쓴다응원한다 힘내라,0
259,2015290,엘사 너무 예쁘다,0
260,2002445,통베 패시브스킬이 이중잣대인데 뭘ㅋㅋ,0
261,2013170,1028 어 소리 존내 웃기네 ㅋㅋ,0
262,2012444,막플 돈많이벌게해주셈,0
263,2003663,나도 봤음,0
264,2002216,상상하면서 싸도되냐,0
265,2007980,오른손 잃고 2만베면 ㅆㅅㅌㅊ,0
266,2016885,울희님 멋져,0
267,2015023,257 지민 표정,0
268,2016013,최곤데,0
269,2023964,거짓으로 학생과 시민들을 우롱하고 속여온 너희들을 오늘 단죄하러 왔다 김두한,0
270,2010887,헤어진 전여자 친구랑 다시 이어지게 해주세요,0
271,2006028,나만아니면 돼에에,0
272,2011226,5만베는 불가능하다고 본다,0
273,2004289,물론 살라면 못 살거 같다,0
274,2010312,힘내라 멘탈은 건강한거 같아 걱정안한다화이팅이다,0
275,2017921,저런 요리해주는 사람있으면 결혼 10번하고싶다,0
276,2010263,ㅁㅍ이다,0
277,2016077,침 밷는 거는 정말 충격이네요,0
278,2000389,어디 응딩이노,0
279,2010664,4만이 코앞이다 ㅋㅋ,0
281,2018748,지민 눈이 원래 저런거임 데뷔초 때부터 저래ㅛ나 마약한건 아니죠,0
282,2008510,암베컨셉 너무티나지않냐,0
283,2013061,ㅋㅋ,0
284,2006675,힘내라 사람들이 아무리 장애인이라고 해도 별생각하지마라왜냐 그사람들도 예비장애인이다비장애인이 아니라 언제 어느순간 장애인이 될 수 있는예비 장애인이다 힘내라,0
285,2017327,이상한 짓 할바엔 차라리 가만히 있거나 좋은일 하자,0
286,2002659,라도는 별수없어,0
287,2002845,일베의 오유화가 진행되니까 재미도 없고 감동도 없고,0
288,2021177,다른영상 비공말고 삭제 어떠신지,0
289,2009958,아 하ㅐㅓㅓ핰ㅋㅋ헉ㅋㅋ 5 ㅋㅋㄱㄱ ㅋㅋㄱㄲ,0
290,2012044,오어너옽매ㅙㅗㅌㅁ,0
291,2000549,친일파 매국노 연예인 명단 추가,0
292,2003805,웃자고한말에죽자고달려들어,0
293,2019975,언니수고했어요,0
294,2017819,저 집 아들 태어나면 아들 입맛 까다러워 지겠다 음식이 너무 맛있어서,0
295,2009754,힘내라 지금처럼 기죽지말고 살아라,0
296,2012286,수고햇다,0
297,2007854,멘탈 ㅆㅆㅅㅌㅊ노 힘내라,0
298,2003184,너같은애들 죄다 사원증은 죽어도 인증 못하더라 ㅋㅋ 나도 삼성맨이다 이기야,0
299,2010262,ㅇㅂ와 댓글을 달수있어서 기쁘다 힘들꺼야 나로썬 상상하지못할 슬픔과 고통일텐데 잘 이겨내길바란다해줄수있는게 위로의 말뿐이라서 미안하다,0
300,2021127,님들 이사람 영상 삭제한게 아니라다 비공으로 돌려놓은거에요양팡이라 검색하시고 분류를 재생목록으로 바꾸시면사람들이 양팡영상을 재생목록에 추가한게 많이 나올텐데눌러보면 다 하나같이 비공개로 되어있습니다뜰수있게 좋아요 한번만 부탁드립니다,0
302,2016603,형 돌아와줘,0
303,2014333,아가들아 형이 직접 사과티비 시청하고 후기 말해줄게,0
304,2012025,내꼬얌,0
305,2011001,ㅋㅋ그거보다 더 짜릿함 ㅋㅋ,0
306,2007602,하아 언조비카이,0
307,2008706,캬 이 상황에서 유쾌하노ㅋㅋ멘탈 ㅆㅅㅌㅊ,0
308,2000082,이렇게 고고하게 댓글다는데 닉은 운마노숙자예약이네ㅋㅋ 너부터 완전하게 도덕적이게 행동하고 생각해야지 저기 여시년이랑 다를게 없네ㅋㅋㅋ,0
310,2010371,4만베 ㅋㅋㅋ ㅁㅍ,0
312,2017052,이 사람 너무 가식적인데 얼굴에 하기 싫은거 억지로 한다는게 다 드러나네 사람이 어려울 때 인성이 나온다고 하던데 당신은 그닥 좋은 인간은 아닌 모양이군요 평소에 남 조롱하고 디스하는거 많이 보여주더니 본인한테 그대로 다 돌아오는 모양이네요 그렇죠그리고 여기에 보겸 쉴드치려고 덧글 다는 인간은 찐따,0
313,2008797,후진짜 안타깝다 너같이 창의인재가 이런꼴을당하네진짜 후원같은거는 안받아,0
314,2006606,진짜 힘내라열심히 살아야지,0
315,2014287,1일 1집에가지마 하는중,0
316,2021162,다들 죄송합니다 챌린지를 보고들계십니다,0
317,2018254,제시 할말 하는거 멋있다 한국사회에서 저렇게 하면 다들 욕하는데 이 사회의 부조리 제시같은 사람만 어느정도 있어도 뿌리뽑을수 있는데,0
318,2018543,중간에 메이플말했을때 지건마렵네,0
319,2000332,세쌍둥이 아빠된 걸 축하한다부모님께 명절효도 제대로 하노 이기,0
320,2010672,막플달아지나 이런거하지마등판각이다,0
321,2014365,안타깝다 ㅠ,0
322,2001163,경험담이 담긴글 ㅇㅂ,0
323,2004894,호빵맨이노,0
324,2002554,어찌된게 임신 잘하더라,0
325,2001258,일본어 원어민 수준이면 일본 게시판에가서 글을 남기지 그랬냐 저 정도 정성글이면 거기서도 일베는 받겠네 그런데 내용에 공감을 얻지 못하거 같다,0
326,2021682,메아리님,0
327,2010467,200플 여러분 조금만 더 밀어 붙이면 우리가 승리합니다,0
328,2010106,슨타크 짠하다 힘내라 이기이기,0
329,2022817,그리 아시는 분들이지민 사건 터지니 하나같이안다고 나서 네요 웃픕니다,0
330,2012611,막플이랑께 전라도화이팅,0
331,2023063,기억해요아프리카에서 했던먹방 워크샵거기서 봤던 나름님 방송초창기로 기억하는데잠깐 봣지만 나쁜사람은 아니었던거 같아요 그때 그 신입때 마음으로 돌아가서 해보세요,0
332,2003839,마사지 개좋음,0
333,2002614,그래 그니깐 욕먹어도 일베는보수라서 욕먹는다 이딴소리하지말란거잖아,0
334,2014790,0730 이 자세 목이랑 척추랑 허리에 엄청 무리 가는 자세로 알고 있어요 엄청 편안하지만 목 디스크가 조금 있으시다면 당장 고치시길 추천합니다 릴서님 영상 특유의 분위기 느낌 그런게 있어요 뭔가 통통튀면서 차분한듯한 암튼 좋다는 뜻이에요 잘 보고 가요,0
335,2011794,벌레이제 그만죽여라 너그러다 죽겠다 ㅠ,0
336,2021223,다시봐도 노빠꾸 제시 ㅋㅋㅋ,0
337,2008787,이 기세면 4만베도 갈수있겟다 이기야,0
338,2018116,제발 잼민인진 모르겟지만 진짜 선은 넘지말자 뒷광고 햇다고 죽을일까지냐,0
339,2023600,난 영상올라왔으면 좋겠는데 ㅋㅋㅋ,0
341,2020521,와 역겹다,0
342,2006880,진짜 사람인생 어떻게 되는지 모르는거 같다 ㅠㅠ 힘내라 다시 꽃필날도 오지 않겠노,0
343,2017911,저런 노인은 공경받을 생각말아야된다반말도 좀 그렇지만 실외도 아니고 실내에 가래침이라니정말 첨 봤네요,0
344,2014894,2020년으로 영화만들 수 있겠다 이게 파국이지 이게 바로 파맛첵스야,0
345,2014557,828초 ㅋㅋㅋ나만 웃긴가 ㅋㅋ,0
346,2008456,ㅠㅠ,0
348,2023985,결국 제시와 저둘은 어떻게됬지 제시는 한계를 넘어섰고 저둘은 제자리 굿 제시,0
349,2006002,안타깝지만 힘내라,0
350,2010158,얼굴은 많이 안 다쳤냐 진심으로 쾌유를 빌며 앞으로는 좋은 날만 가득하길 빈다 슨타크 힘내라 화이팅,0
351,2003261,친구많아서 돌아가,0
352,2016074,친한게 몬지 알아 이미 그상황 다 알고 있단 거고 그걸 알몀ㄴ서도 핀하게 지냈다는거야 그럼 동급이지 모 자제를해,0
353,2000892,줌마들 저 애매뒤진 등산복좀 안입으면 안되나,0
354,2018917,지민이랑 키썸이랑 아이돌 아니고 이쁘장 안해도 타이미 대신 붙었을까 랩실력 겨루는 자린데 객관적으로 봐도 제시 말 맞음 그리고 다들 그렇게 속으로만 생각했을텐데 말해줘서 멋짐 그리고 더 멋있는건 타이미랑 언니 동생 아니라고 했을 정도로 친한 사이도 아님 근데 그거랑 상관없이 제시가 랩 실력 인정해준거 제시 대인배다,0
355,2014457,와 23점인데 23번 ㅋㅋ,0
356,2016826,우리나라 대통령이있나요누구닙까없는걸로알고있네요 청아대 집지키는 집사는있는것같네요,0
